activity_id,name,category,subcategory,city,state,lat,lon,indoor_outdoor,estimated_cost_usd_min,estimated_cost_usd_max,is_estimated,typical_duration_min,group_suitability,family_kids_suitable,wheelchair,website,phone,opening_hours,source,source_id,source_url,data_quality_score
osm_node_7888717566,VERSUS,amusement,arcade,Boston,MA,42.356864,-71.059961,indoor,0,35,true,120,large,yes,unknown,https://www.versusboston.com/,+1-617-482-1213,Mo-We 15:00-23:00; Th 15:00-24:00; Fr-Sa 15:00-01:00; Su 15:00-23:00,OpenStreetMap,node/7888717566,https://www.openstreetmap.org/node/7888717566,1
osm_way_1225234625,Wilder Play Area,amusement,playground,Boston,MA,42.370194,-71.105161,outdoor,0,35,true,120,large,yes,limited,,,,OpenStreetMap,way/1225234625,https://www.openstreetmap.org/way/1225234625,0.69
osm_way_29836571,Worcester St. Playground,amusement,playground,Boston,MA,42.341036,-71.079513,outdoor,0,35,true,120,large,yes,unknown,,,,OpenStreetMap,way/29836571,https://www.openstreetmap.org/way/29836571,0.85
osm_node_7682009449,1,attraction,attraction,Boston,MA,42.347033,-71.099427,mixed,0,25,true,90,large,unknown,unknown,,,,OpenStreetMap,node/7682009449,https://www.openstreetmap.org/node/7682009449,0.73
osm_node_7682009452,14,attraction,attraction,Boston,MA,42.347122,-71.099633,mixed,0,25,true,90,large,unknown,unknown,,,,OpenStreetMap,node/7682009452,https://www.openstreetmap.org/node/7682009452,0.73
osm_node_7682009454,26,attraction,attraction,Boston,MA,42.347223,-71.099814,mixed,0,25,true,90,large,unknown,unknown,,,,OpenStreetMap,node/7682009454,https://www.openstreetmap.org/node/7682009454,0.73
osm_node_7682009450,27,attraction,attraction,Boston,MA,42.347069,-71.099547,mixed,0,25,true,90,large,unknown,unknown,,,,OpenStreetMap,node/7682009450,https://www.openstreetmap.org/node/7682009450,0.73
osm_node_7682009455,34,attraction,attraction,Boston,MA,42.347244,-71.099849,mixed,0,25,true,90,large,unknown,unknown,,,,OpenStreetMap,node/7682009455,https://www.openstreetmap.org/node/7682009455,0.73
osm_node_7682009448,4,attraction,attraction,Boston,MA,42.347012,-71.09939,mixed,0,25,true,90,large,unknown,unknown,,,,OpenStreetMap,node/7682009448,https://www.openstreetmap.org/node/7682009448,0.73
osm_node_7682009453,45,attraction,attraction,Boston,MA,42.347149,-71.099685,mixed,0,25,true,90,large,unknown,unknown,,,,OpenStreetMap,node/7682009453,https://www.openstreetmap.org/node/7682009453,0.73
osm_node_7682009451,6,attraction,attraction,Boston,MA,42.347099,-71.099599,mixed,0,25,true,90,large,unknown,unknown,,,,OpenStreetMap,node/7682009451,https://www.openstreetmap.org/node/7682009451,0.73
osm_node_7682009444,8,attraction,attraction,Boston,MA,42.347058,-71.099469,mixed,0,25,true,90,large,unknown,unknown,,,,OpenStreetMap,node/7682009444,https://www.openstreetmap.org/node/7682009444,0.73
osm_node_7682009447,9,attraction,attraction,Boston,MA,42.346992,-71.099354,mixed,0,25,true,90,large,unknown,unknown,,,,OpenStreetMap,node/7682009447,https://www.openstreetmap.org/node/7682009447,0.73
osm_node_7617297179,Acorn Street,attraction,attraction,Boston,MA,42.357532,-71.069243,mixed,0,25,true,90,large,unknown,no,,,,OpenStreetMap,node/7617297179,https://www.openstreetmap.org/node/7617297179,0.65
osm_node_6570108437,All Saints Way,attraction,attraction,Boston,MA,42.366341,-71.052501,mixed,0,25,true,90,large,unknown,yes,,,,OpenStreetMap,node/6570108437,https://www.openstreetmap.org/node/6570108437,0.73
osm_relation_20582057,B.A.A. 10k,attraction,attraction,Boston,MA,42.354875,-71.087967,mixed,0,25,true,90,large,unknown,yes,,,,OpenStreetMap,relation/20582057,https://www.openstreetmap.org/relation/20582057,0.85
osm_relation_20582044,B.A.A. 5k,attraction,attraction,Boston,MA,42.350908,-71.084431,mixed,0,25,true,90,large,unknown,yes,,,,OpenStreetMap,relation/20582044,https://www.openstreetmap.org/relation/20582044,0.85
osm_relation_20582080,B.A.A. Half,attraction,attraction,Boston,MA,42.315655,-71.106693,mixed,0,25,true,90,large,unknown,yes,,,,OpenStreetMap,relation/20582080,https://www.openstreetmap.org/relation/20582080,0.85
osm_node_7745736227,Boston Duck Tours,attraction,attraction,Boston,MA,42.36737,-71.070095,mixed,0,25,true,90,large,unknown,unknown,https://bostonducktours.com/the-tour/departure-locations/museum-of-science/,+1-617-450-0065,,OpenStreetMap,node/7745736227,https://www.openstreetmap.org/node/7745736227,0.95
osm_relation_11680552,Boston Marathon,attraction,attraction,Boston,MA,42.289764,-71.298411,mixed,0,25,true,90,large,unknown,yes,,,,OpenStreetMap,relation/11680552,https://www.openstreetmap.org/relation/11680552,0.85
osm_node_7644779165,Boston Marathon Finish Line,attraction,attraction,Boston,MA,42.349751,-71.078616,mixed,0,25,true,90,large,unknown,unknown,https://www.baa.org/races/boston-marathon,,,OpenStreetMap,node/7644779165,https://www.openstreetmap.org/node/7644779165,0.95
osm_node_7609707456,Boston Stone,attraction,attraction,Boston,MA,42.361702,-71.056834,mixed,0,25,true,90,large,unknown,unknown,,,,OpenStreetMap,node/7609707456,https://www.openstreetmap.org/node/7609707456,0.65
osm_node_7892794607,Boston Wharf Co. Sign,attraction,attraction,Boston,MA,42.350267,-71.05091,mixed,0,25,true,90,large,unknown,unknown,,,,OpenStreetMap,node/7892794607,https://www.openstreetmap.org/node/7892794607,0.85
osm_way_212124093,Bunker Hill Monument,attraction,viewpoint,Boston,MA,42.376352,-71.060767,outdoor,0,25,true,90,large,unknown,unknown,https://www.nps.gov/bost/learn/historyculture/bhm.htm,,,OpenStreetMap,way/212124093,https://www.openstreetmap.org/way/212124093,0.95
osm_node_4578490797,Capt. Jackson’s Historic Chocolate Shop,attraction,attraction,Boston,MA,42.366052,-71.054226,mixed,0,25,true,90,large,unknown,unknown,https://oldnorth.com/chocolate-exhibit/,,,OpenStreetMap,node/4578490797,https://www.openstreetmap.org/node/4578490797,0.79
osm_node_1525372770,Charles Riverboat Company,attraction,attraction,Boston,MA,42.368783,-71.075986,mixed,0,25,true,90,large,unknown,unknown,https://charlesriverboat.com/,+1-617-621-3001,,OpenStreetMap,node/1525372770,https://www.openstreetmap.org/node/1525372770,0.95
osm_node_7599402961,Citgo Sign,attraction,attraction,Boston,MA,42.349282,-71.096262,mixed,0,25,true,90,large,unknown,unknown,,,,OpenStreetMap,node/7599402961,https://www.openstreetmap.org/node/7599402961,0.85
osm_node_7778321750,Custom House Tower Observation Deck,attraction,viewpoint,Boston,MA,42.359008,-71.053501,outdoor,0,25,true,90,large,unknown,unknown,,,,OpenStreetMap,node/7778321750,https://www.openstreetmap.org/node/7778321750,0.77
osm_way_94483066,Faneuil Hall Marketplace,attraction,attraction,Boston,MA,42.360077,-71.054739,mixed,0,25,true,90,large,unknown,unknown,https://faneuilhallmarketplace.com/,,,OpenStreetMap,way/94483066,https://www.openstreetmap.org/way/94483066,0.95
osm_node_4496278889,First Public School Site,attraction,attraction,Boston,MA,42.358014,-71.060007,mixed,0,25,true,90,large,unknown,unknown,https://www.thefreedomtrail.org/trail-sites/boston-latin-school-sitebenjamin-franklin-statue,,,OpenStreetMap,node/4496278889,https://www.openstreetmap.org/node/4496278889,0.75
osm_relation_976514,Freedom Trail,attraction,attraction,Boston,MA,42.365924,-71.058754,mixed,0,25,true,90,large,unknown,unknown,https://www.thefreedomtrail.org/,,,OpenStreetMap,relation/976514,https://www.openstreetmap.org/relation/976514,0.95
osm_way_814732156,Frog Pond Carousel,attraction,attraction,Boston,MA,42.355954,-71.06676,mixed,0,25,true,90,large,unknown,unknown,https://bostonfrogpond.com/frog-pond-carousel/,,,OpenStreetMap,way/814732156,https://www.openstreetmap.org/way/814732156,0.79
osm_node_1325764147,Golden Teapot,attraction,attraction,Boston,MA,42.359357,-71.059278,mixed,0,25,true,90,large,unknown,unknown,,,,OpenStreetMap,node/1325764147,https://www.openstreetmap.org/node/1325764147,0.65
osm_node_7693303124,Good Will Hunting Bench,attraction,attraction,Boston,MA,42.354399,-71.070691,mixed,0,25,true,90,large,unknown,yes,,,,OpenStreetMap,node/7693303124,https://www.openstreetmap.org/node/7693303124,0.85
osm_way_29861355,Granary Burying Ground,attraction,attraction,Boston,MA,42.357341,-71.061771,mixed,0,25,true,90,large,unknown,unknown,,,,OpenStreetMap,way/29861355,https://www.openstreetmap.org/way/29861355,0.85
osm_way_484942338,Greenway Carousel,attraction,attraction,Boston,MA,42.360548,-71.052761,mixed,0,25,true,90,large,unknown,unknown,,,,OpenStreetMap,way/484942338,https://www.openstreetmap.org/way/484942338,0.61
osm_way_815602975,Guild Steps,attraction,attraction,Boston,MA,42.35704,-71.065045,mixed,0,25,true,90,large,unknown,no,,,,OpenStreetMap,way/815602975,https://www.openstreetmap.org/way/815602975,0.85
osm_node_2448023622,Harvard Square,attraction,attraction,Boston,MA,42.373473,-71.118943,mixed,0,25,true,90,large,unknown,unknown,,,,OpenStreetMap,node/2448023622,https://www.openstreetmap.org/node/2448023622,0.65
osm_way_244444290,Hood Milk Bottle,attraction,attraction,Boston,MA,42.351662,-71.050196,mixed,0,25,true,90,large,unknown,unknown,,,,OpenStreetMap,way/244444290,https://www.openstreetmap.org/way/244444290,0.85
osm_way_817075946,Longfellow Bridge Trophy Room,attraction,attraction,Boston,MA,42.361795,-71.079027,mixed,0,25,true,90,large,unknown,yes,,,,OpenStreetMap,way/817075946,https://www.openstreetmap.org/way/817075946,0.85
osm_node_13806048806,National Historic Chemical Marker,attraction,attraction,Boston,MA,42.361333,-71.069447,mixed,0,25,true,90,large,unknown,unknown,,,,OpenStreetMap,node/13806048806,https://www.openstreetmap.org/node/13806048806,0.65
osm_node_5922346085,North End Parks,attraction,viewpoint,Boston,MA,42.36228,-71.05568,outdoor,0,25,true,90,large,unknown,unknown,,,,OpenStreetMap,node/5922346085,https://www.openstreetmap.org/node/5922346085,0.53
osm_node_7936014543,Oneida Tablet,attraction,attraction,Boston,MA,42.356232,-71.067178,mixed,0,25,true,90,large,unknown,yes,https://soccerhistoryusa.org/episode-notes/the-oneida-football-club/,,,OpenStreetMap,node/7936014543,https://www.openstreetmap.org/node/7936014543,0.95
osm_way_29573399,Quincy Market,attraction,attraction,Boston,MA,42.360216,-71.054799,mixed,0,25,true,90,large,unknown,no,,,,OpenStreetMap,way/29573399,https://www.openstreetmap.org/way/29573399,0.85
osm_node_4362209489,Skinny House,attraction,attraction,Boston,MA,42.366914,-71.056198,mixed,0,25,true,90,large,unknown,unknown,,,,OpenStreetMap,node/4362209489,https://www.openstreetmap.org/node/4362209489,0.85
osm_node_3179914766,Skywalk Observatory,attraction,viewpoint,Boston,MA,42.347349,-71.082633,outdoor,0,25,true,90,large,unknown,unknown,https://viewboston.com/,,,OpenStreetMap,node/3179914766,https://www.openstreetmap.org/node/3179914766,0.87
osm_node_4074813888,Swan Boats,attraction,attraction,Boston,MA,42.354037,-71.069655,mixed,0,25,true,90,large,unknown,yes,https://swanboats.com/,+1-617-522-1966,Mo-Su 10:00-17:00,OpenStreetMap,node/4074813888,https://www.openstreetmap.org/node/4074813888,1
osm_way_484947753,The Beaver,attraction,attraction,Boston,MA,42.352684,-71.05119,mixed,0,25,true,90,large,unknown,unknown,,,,OpenStreetMap,way/484947753,https://www.openstreetmap.org/way/484947753,0.53
osm_way_484947760,The Eleanor,attraction,attraction,Boston,MA,42.352567,-71.050871,mixed,0,25,true,90,large,unknown,unknown,,,,OpenStreetMap,way/484947760,https://www.openstreetmap.org/way/484947760,0.53
osm_relation_1404341,The Lagoon,attraction,attraction,Boston,MA,42.353901,-71.069897,mixed,0,25,true,90,large,unknown,unknown,,,,OpenStreetMap,relation/1404341,https://www.openstreetmap.org/relation/1404341,0.65
osm_node_5296603923,The Mapparium,attraction,attraction,Boston,MA,42.345206,-71.086177,mixed,0,25,true,90,large,unknown,unknown,https://www.marybakereddylibrary.org/project/mapparium/,,,OpenStreetMap,node/5296603923,https://www.openstreetmap.org/node/5296603923,0.95
osm_node_13128218938,View of Boston from BU Bridge,attraction,viewpoint,Boston,MA,42.352414,-71.110568,outdoor,0,25,true,90,large,unknown,unknown,,,,OpenStreetMap,node/13128218938,https://www.openstreetmap.org/node/13128218938,0.57
osm_node_12670798760,AMC Causeway 13,cinema,cinema,Boston,MA,42.365383,-71.061902,indoor,12,25,true,135,small_to_large,yes,unknown,,,,OpenStreetMap,node/12670798760,https://www.openstreetmap.org/node/12670798760,0.85
osm_node_1325838639,AMC Loews Theatres - Boston Common 19,cinema,cinema,Boston,MA,42.353227,-71.064088,indoor,12,25,true,135,small_to_large,yes,unknown,https://www.amctheatres.com/movie-theatres/boston/amc-boston-common-19,,,OpenStreetMap,node/1325838639,https://www.openstreetmap.org/node/1325838639,0.95
osm_node_7644699629,ArcLight Cinema,cinema,cinema,Boston,MA,42.365855,-71.061369,indoor,12,25,true,135,small_to_large,yes,yes,https://www.arclightboston.com/,+1-323-615-2550,,OpenStreetMap,node/7644699629,https://www.openstreetmap.org/node/7644699629,0.95
osm_node_4731133945,Brattle Theatre,cinema,cinema,Boston,MA,42.373533,-71.121476,indoor,12,25,true,135,small_to_large,yes,yes,http://www.brattlefilm.org/,+1 617-876-8021,,OpenStreetMap,node/4731133945,https://www.openstreetmap.org/node/4731133945,0.95
osm_node_7618780583,Bright Family Screening Room,cinema,cinema,Boston,MA,42.353886,-71.063129,indoor,12,25,true,135,small_to_large,yes,unknown,,,,OpenStreetMap,node/7618780583,https://www.openstreetmap.org/node/7618780583,0.73
osm_node_2340900976,Coolidge Corner Theatre,cinema,cinema,Boston,MA,42.342441,-71.1227,indoor,12,25,true,135,small_to_large,yes,yes,https://coolidge.org/,+1-617-734-2500,,OpenStreetMap,node/2340900976,https://www.openstreetmap.org/node/2340900976,0.95
osm_way_702330056,Landmark Theatres,cinema,cinema,Boston,MA,42.368339,-71.090063,indoor,12,25,true,135,small_to_large,yes,unknown,https://www.landmarktheatres.com/boston/kendall-square-cinema,,,OpenStreetMap,way/702330056,https://www.openstreetmap.org/way/702330056,0.95
osm_node_7320165057,MassArt Film Society,cinema,cinema,Boston,MA,42.336149,-71.100285,indoor,12,25,true,135,small_to_large,yes,unknown,,,,OpenStreetMap,node/7320165057,https://www.openstreetmap.org/node/7320165057,0.53
osm_node_367779583,Mugar Omni Theater,cinema,cinema,Boston,MA,42.36703,-71.069937,indoor,12,25,true,135,small_to_large,yes,unknown,,,,OpenStreetMap,node/367779583,https://www.openstreetmap.org/node/367779583,0.73
osm_way_29833421,Simons Theatre,cinema,cinema,Boston,MA,42.358807,-71.050159,indoor,12,25,true,135,small_to_large,yes,yes,https://www.neaq.org/exhibits/simons-theatre/,,"Mo-Fr 09:00-18:00; Sa,Su 09:00-18:00",OpenStreetMap,way/29833421,https://www.openstreetmap.org/way/29833421,1
osm_node_7533863117,Arden Gallery,gallery,gallery,Boston,MA,42.351372,-71.076818,indoor,0,20,true,75,small_to_large,unknown,unknown,https://www.ardengallery.com/,+1-617-247-0610,,OpenStreetMap,node/7533863117,https://www.openstreetmap.org/node/7533863117,0.95
osm_node_11273327574,Art of Ancient Greece and Rome,gallery,gallery,Boston,MA,42.339228,-71.09325,indoor,0,20,true,75,small_to_large,unknown,unknown,,,,OpenStreetMap,node/11273327574,https://www.openstreetmap.org/node/11273327574,0.57
osm_node_11273327573,Arts of Asia,gallery,gallery,Boston,MA,42.338772,-71.094537,indoor,0,20,true,75,small_to_large,unknown,unknown,,,,OpenStreetMap,node/11273327573,https://www.openstreetmap.org/node/11273327573,0.57
osm_node_367777761,Boston Center for the Arts,gallery,arts_centre,Boston,MA,42.344476,-71.070965,indoor,0,20,true,75,small_to_large,unknown,unknown,,,,OpenStreetMap,node/367777761,https://www.openstreetmap.org/node/367777761,0.73
osm_node_367777764,Boston Conservatory of Music,gallery,arts_centre,Boston,MA,42.346225,-71.089862,indoor,0,20,true,75,small_to_large,unknown,unknown,,,,OpenStreetMap,node/367777764,https://www.openstreetmap.org/node/367777764,0.69
osm_node_367777811,Brookline Arts Center,gallery,arts_centre,Boston,MA,42.345328,-71.106858,indoor,0,20,true,75,small_to_large,unknown,unknown,,,,OpenStreetMap,node/367777811,https://www.openstreetmap.org/node/367777811,0.69
osm_way_1052049399,Carpenter Center,gallery,arts_centre,Boston,MA,42.373618,-71.114273,indoor,0,20,true,75,small_to_large,unknown,unknown,,,,OpenStreetMap,way/1052049399,https://www.openstreetmap.org/way/1052049399,0.85
osm_node_7770903362,Childs Gallery,gallery,gallery,Boston,MA,42.350765,-71.079039,indoor,0,20,true,75,small_to_large,unknown,no,https://childsgallery.com/,+1-617-266-1108,,OpenStreetMap,node/7770903362,https://www.openstreetmap.org/node/7770903362,0.95
osm_node_367777763,Community Art Center,gallery,arts_centre,Boston,MA,42.368986,-71.090608,indoor,0,20,true,75,small_to_large,unknown,unknown,,,,OpenStreetMap,node/367777763,https://www.openstreetmap.org/node/367777763,0.69
osm_node_367777189,Compton Gallery,gallery,gallery,Boston,MA,42.35984,-71.092156,indoor,0,0,false,75,small_to_large,unknown,unknown,,,,OpenStreetMap,node/367777189,https://www.openstreetmap.org/node/367777189,0.73
osm_node_7598963532,Co|So: Copley Society of Art,gallery,gallery,Boston,MA,42.350504,-71.078326,indoor,0,20,true,75,small_to_large,unknown,unknown,https://copleysociety.org/,+1-617-536-5049,,OpenStreetMap,node/7598963532,https://www.openstreetmap.org/node/7598963532,0.95
osm_way_29810045,Dante Alighieri Italian Cultural Center,gallery,arts_centre,Boston,MA,42.366844,-71.092023,indoor,0,20,true,75,small_to_large,unknown,unknown,,,,OpenStreetMap,way/29810045,https://www.openstreetmap.org/way/29810045,0.73
osm_node_7770903363,DTR Modern Galleries,gallery,gallery,Boston,MA,42.350802,-71.078966,indoor,0,20,true,75,small_to_large,unknown,unknown,http://www.dtrmodern.com/aboutus.php#Boston,+1-617-424-9700,Mo-Sa 10:00-18:00; Su 11:00-18:00,OpenStreetMap,node/7770903363,https://www.openstreetmap.org/node/7770903363,1
osm_node_7618802658,Emerson Contemporary: Media Art Gallery,gallery,gallery,Boston,MA,42.353388,-71.063466,indoor,0,20,true,75,small_to_large,unknown,unknown,,,,OpenStreetMap,node/7618802658,https://www.openstreetmap.org/node/7618802658,0.57
osm_node_7828185890,"Eugene Galleries, Inc.",gallery,gallery,Boston,MA,42.358066,-71.070641,indoor,0,20,true,75,small_to_large,unknown,unknown,http://www.eugenegalleries.com/,+1-617-227-3062,,OpenStreetMap,node/7828185890,https://www.openstreetmap.org/node/7828185890,0.95
osm_node_7762364099,Galerie d'Orsay,gallery,gallery,Boston,MA,42.35246,-71.07294,indoor,0,20,true,75,small_to_large,unknown,unknown,https://www.galerie-dorsay.com/,+1-617-266-8001,,OpenStreetMap,node/7762364099,https://www.openstreetmap.org/node/7762364099,0.95
osm_node_13555687240,Gallery 263,gallery,gallery,Boston,MA,42.358253,-71.109796,indoor,0,20,true,75,small_to_large,unknown,unknown,http://https//www.gallery263.org,,Th-Fr 16:00-19:00; Sa-Su 13:00-16:00,OpenStreetMap,node/13555687240,https://www.openstreetmap.org/node/13555687240,0.92
osm_node_7936394028,Gallery NAGA,gallery,gallery,Boston,MA,42.352062,-71.074133,indoor,0,20,true,75,small_to_large,unknown,unknown,https://www.gallerynaga.com/,+1-617-267-9060,Tu-Sa 11:00-17:00,OpenStreetMap,node/7936394028,https://www.openstreetmap.org/node/7936394028,1
