user_id,home_city,home_state,preferred_categories,budget_usd,group_type,has_kids,indoor_outdoor_preference,wheelchair_need,synthetic
syn_u0041,Chicago,IL,park|zoo|gallery|theatre,75,solo,false,indoor,false,true
syn_u0042,San Antonio,TX,museum|amusement,75,couple,false,indoor,false,true
syn_u0043,Boston,MA,gallery|attraction|theatre|park,25,couple,false,mixed,false,true
syn_u0044,San Antonio,TX,aquarium|theatre|amusement,0,family,true,outdoor,false,true
syn_u0045,Phoenix,AZ,attraction|zoo,15,couple,false,outdoor,false,true
syn_u0046,San Francisco,CA,theatre|museum|aquarium,25,solo,false,mixed,true,true
syn_u0047,San Diego,CA,theatre|museum,25,family,true,mixed,false,true
syn_u0048,Houston,TX,library|museum,120,couple,false,mixed,false,true
syn_u0049,Boston,MA,aquarium|zoo|sports/fitness|attraction,120,family,true,outdoor,false,true
syn_u0050,New York,NY,amusement|library|aquarium,25,solo,false,indoor,false,true
syn_u0051,San Antonio,TX,attraction|theatre|museum,25,friends,false,indoor,false,true
syn_u0052,San Diego,CA,aquarium|hiking/nature|cinema,40,family,true,mixed,false,true
syn_u0053,Phoenix,AZ,cinema|gallery,120,couple,false,indoor,false,true
syn_u0054,Phoenix,AZ,cinema|museum|hiking/nature,25,friends,false,mixed,false,true
syn_u0055,Phoenix,AZ,hiking/nature|gallery,120,solo,false,indoor,false,true
syn_u0056,Los Angeles,CA,zoo|park|library,75,solo,false,outdoor,true,true
syn_u0057,Houston,TX,park|library|cinema,25,friends,false,indoor,false,true
syn_u0058,Philadelphia,PA,hiking/nature|library,75,family,true,outdoor,false,true
syn_u0059,Boston,MA,library|theatre,15,friends,false,outdoor,false,true
syn_u0060,San Diego,CA,hiking/nature|attraction,40,couple,false,mixed,false,true
syn_u0061,San Francisco,CA,aquarium|hiking/nature|park,120,solo,false,indoor,false,true
syn_u0062,San Francisco,CA,attraction|amusement|aquarium,75,family,true,indoor,false,true
syn_u0063,Boston,MA,gallery|aquarium|museum|attraction,75,family,true,indoor,false,true
syn_u0064,San Antonio,TX,museum|park|aquarium|library,0,couple,false,indoor,false,true
syn_u0065,Boston,MA,hiking/nature|gallery|park|library,25,couple,false,mixed,false,true
syn_u0066,San Francisco,CA,museum|zoo,40,solo,false,mixed,false,true
syn_u0067,San Antonio,TX,amusement|gallery,40,couple,false,mixed,true,true
syn_u0068,San Francisco,CA,zoo|gallery|aquarium,0,solo,false,mixed,false,true
syn_u0069,New York,NY,gallery|theatre|library,25,family,true,indoor,true,true
syn_u0070,Phoenix,AZ,hiking/nature|park,75,friends,false,mixed,false,true
syn_u0071,Seattle,WA,library|cinema,120,couple,false,outdoor,false,true
syn_u0072,San Diego,CA,cinema|zoo,25,couple,false,outdoor,false,true
syn_u0073,San Francisco,CA,amusement|park|hiking/nature|cinema,15,solo,false,mixed,false,true
syn_u0074,Seattle,WA,attraction|hiking/nature,15,family,true,indoor,false,true
syn_u0075,Boston,MA,amusement|aquarium|zoo|theatre,25,couple,false,mixed,false,true
syn_u0076,Boston,MA,amusement|attraction,75,family,true,mixed,false,true
syn_u0077,New York,NY,sports/fitness|theatre,15,solo,false,outdoor,false,true
syn_u0078,Phoenix,AZ,zoo|sports/fitness,120,couple,false,indoor,false,true
syn_u0079,San Diego,CA,hiking/nature|aquarium|theatre|cinema,75,solo,false,mixed,false,true
syn_u0080,Seattle,WA,theatre|gallery,75,solo,false,mixed,false,true
syn_u0081,Boston,MA,theatre|hiking/nature,75,couple,false,outdoor,false,true
syn_u0082,Seattle,WA,sports/fitness|museum,0,family,true,outdoor,false,true
syn_u0083,Houston,TX,sports/fitness|hiking/nature|attraction|library,75,family,true,outdoor,false,true
syn_u0084,San Francisco,CA,gallery|theatre|hiking/nature|amusement,25,solo,false,mixed,false,true
syn_u0085,San Francisco,CA,attraction|aquarium,15,couple,false,indoor,true,true
syn_u0086,Philadelphia,PA,museum|aquarium|gallery|library,40,solo,false,outdoor,false,true
syn_u0087,Boston,MA,theatre|gallery,120,friends,false,outdoor,false,true
syn_u0088,Los Angeles,CA,gallery|museum,15,solo,false,outdoor,false,true
syn_u0089,San Francisco,CA,amusement|theatre|museum,15,friends,false,indoor,false,true
syn_u0090,San Francisco,CA,gallery|zoo|aquarium,75,solo,false,indoor,true,true
syn_u0091,San Francisco,CA,sports/fitness|theatre|park,15,family,true,outdoor,false,true
syn_u0092,San Francisco,CA,park|amusement,0,friends,false,outdoor,false,true
syn_u0093,San Diego,CA,sports/fitness|theatre|attraction|gallery,25,friends,false,mixed,false,true
syn_u0094,Philadelphia,PA,zoo|park|aquarium|cinema,0,solo,false,outdoor,false,true
syn_u0095,San Antonio,TX,gallery|hiking/nature|amusement,120,solo,false,outdoor,false,true
syn_u0096,San Antonio,TX,museum|sports/fitness,25,family,true,outdoor,false,true
syn_u0097,Dallas,TX,theatre|attraction|hiking/nature,40,family,true,outdoor,false,true
syn_u0098,San Diego,CA,sports/fitness|amusement|zoo|park,40,couple,false,indoor,false,true
syn_u0099,Seattle,WA,park|cinema|library,15,family,true,indoor,false,true
syn_u0100,San Francisco,CA,amusement|park|museum|cinema,15,solo,false,outdoor,false,true
syn_u0101,San Diego,CA,attraction|theatre|cinema|zoo,0,family,true,outdoor,false,true
syn_u0102,San Antonio,TX,library|theatre|museum,15,solo,false,indoor,false,true
syn_u0103,San Antonio,TX,library|amusement,75,family,true,outdoor,false,true
syn_u0104,Los Angeles,CA,hiking/nature|library|gallery,0,solo,false,mixed,false,true
syn_u0105,San Diego,CA,attraction|gallery|library,75,family,true,mixed,false,true
syn_u0106,Phoenix,AZ,amusement|cinema,40,couple,false,mixed,false,true
syn_u0107,Houston,TX,zoo|amusement|sports/fitness,0,couple,false,outdoor,false,true
syn_u0108,Philadelphia,PA,park|zoo,75,solo,false,mixed,false,true
syn_u0109,Seattle,WA,theatre|aquarium|sports/fitness|library,120,couple,false,mixed,false,true
syn_u0110,Houston,TX,sports/fitness|library,40,couple,false,mixed,false,true
syn_u0111,Phoenix,AZ,library|cinema|sports/fitness|zoo,25,family,true,mixed,false,true
syn_u0112,Seattle,WA,zoo|park,15,solo,false,outdoor,false,true
syn_u0113,Dallas,TX,attraction|gallery,15,solo,false,indoor,true,true
syn_u0114,Los Angeles,CA,aquarium|zoo,120,couple,false,indoor,false,true
syn_u0115,New York,NY,cinema|amusement|attraction,0,family,true,outdoor,false,true
syn_u0116,Philadelphia,PA,park|aquarium|gallery|zoo,0,friends,false,indoor,false,true
syn_u0117,San Antonio,TX,theatre|cinema|aquarium|hiking/nature,25,couple,false,outdoor,false,true
syn_u0118,Boston,MA,hiking/nature|theatre|gallery|amusement,40,family,true,mixed,false,true
syn_u0119,Seattle,WA,sports/fitness|hiking/nature|gallery,15,friends,false,outdoor,true,true
syn_u0120,Boston,MA,aquarium|hiking/nature,40,solo,false,outdoor,false,true
syn_u0121,Philadelphia,PA,hiking/nature|park|zoo,25,couple,false,outdoor,false,true
syn_u0122,Chicago,IL,sports/fitness|cinema|museum,40,family,true,mixed,false,true
syn_u0123,Philadelphia,PA,cinema|attraction,0,couple,false,mixed,false,true
syn_u0124,Phoenix,AZ,library|amusement|aquarium,15,family,true,outdoor,false,true
syn_u0125,San Antonio,TX,theatre|gallery,0,solo,false,indoor,false,true
syn_u0126,San Francisco,CA,attraction|sports/fitness|aquarium|amusement,120,family,true,indoor,false,true
syn_u0127,San Diego,CA,gallery|theatre|park,75,friends,false,indoor,false,true
syn_u0128,Chicago,IL,cinema|museum|amusement,75,family,true,mixed,false,true
syn_u0129,Dallas,TX,amusement|museum,120,couple,false,indoor,false,true
syn_u0130,San Antonio,TX,hiking/nature|theatre,25,couple,false,indoor,false,true
syn_u0131,San Antonio,TX,attraction|hiking/nature|gallery|library,0,solo,false,mixed,false,true
syn_u0132,Seattle,WA,hiking/nature|amusement|cinema|sports/fitness,15,couple,false,indoor,false,true
syn_u0133,San Antonio,TX,gallery|theatre|sports/fitness,120,friends,false,indoor,false,true
syn_u0134,San Francisco,CA,amusement|museum|attraction,120,couple,false,mixed,false,true
syn_u0135,San Diego,CA,zoo|aquarium|hiking/nature|cinema,75,couple,false,indoor,false,true
syn_u0136,Houston,TX,park|hiking/nature|cinema,75,friends,false,mixed,false,true
syn_u0137,Chicago,IL,aquarium|park|theatre|gallery,75,couple,false,mixed,false,true
syn_u0138,Houston,TX,park|hiking/nature,15,family,true,indoor,false,true
syn_u0139,San Diego,CA,sports/fitness|amusement,40,couple,false,indoor,false,true
syn_u0140,Boston,MA,amusement|museum|hiking/nature|park,0,couple,false,mixed,false,true
syn_u0141,Los Angeles,CA,aquarium|theatre|museum,120,couple,false,outdoor,false,true
syn_u0142,Chicago,IL,zoo|gallery,75,family,true,outdoor,false,true
syn_u0143,Chicago,IL,gallery|aquarium|zoo,25,friends,false,mixed,false,true
syn_u0144,Chicago,IL,aquarium|amusement,15,family,true,mixed,false,true
syn_u0145,San Diego,CA,hiking/nature|zoo,40,family,true,mixed,false,true
syn_u0146,Chicago,IL,aquarium|library,25,friends,false,mixed,false,true
syn_u0147,Dallas,TX,cinema|gallery|theatre|hiking/nature,40,friends,false,mixed,false,true
syn_u0148,San Diego,CA,museum|gallery,0,couple,false,outdoor,false,true
syn_u0149,Los Angeles,CA,theatre|aquarium|museum|park,15,family,true,indoor,false,true
syn_u0150,San Diego,CA,hiking/nature|gallery|cinema,40,couple,false,indoor,false,true
syn_u0151,Seattle,WA,amusement|sports/fitness|park|library,0,couple,false,outdoor,false,true
syn_u0152,Houston,TX,museum|aquarium,25,couple,false,outdoor,false,true
syn_u0153,Houston,TX,aquarium|amusement|theatre|cinema,15,friends,false,outdoor,false,true
syn_u0154,New York,NY,park|zoo|aquarium,15,family,true,indoor,false,true
syn_u0155,Phoenix,AZ,amusement|zoo|museum,0,family,true,mixed,true,true
syn_u0156,Philadelphia,PA,aquarium|museum|zoo,40,family,true,indoor,false,true
syn_u0157,Dallas,TX,zoo|theatre,15,couple,false,mixed,false,true
syn_u0158,Phoenix,AZ,museum|attraction,0,friends,false,outdoor,false,true
syn_u0159,Los Angeles,CA,aquarium|gallery|attraction,75,family,true,outdoor,false,true
syn_u0160,San Diego,CA,amusement|sports/fitness|museum|cinema,0,couple,false,outdoor,false,true
syn_u0161,Houston,TX,park|amusement|zoo,25,friends,false,mixed,false,true
syn_u0162,Philadelphia,PA,museum|sports/fitness|amusement|aquarium,0,friends,false,outdoor,false,true
syn_u0163,Chicago,IL,zoo|sports/fitness|museum,25,family,true,mixed,false,true
syn_u0164,Chicago,IL,gallery|aquarium|museum|library,75,couple,false,indoor,false,true
syn_u0165,San Francisco,CA,hiking/nature|zoo|sports/fitness,15,family,true,mixed,true,true
syn_u0166,San Diego,CA,zoo|aquarium|theatre|sports/fitness,25,family,true,mixed,false,true
syn_u0167,New York,NY,theatre|sports/fitness|amusement,15,solo,false,outdoor,false,true
syn_u0168,Houston,TX,theatre|amusement|park|cinema,25,solo,false,mixed,true,true
syn_u0169,Chicago,IL,museum|theatre|amusement|cinema,120,couple,false,outdoor,false,true
syn_u0170,Chicago,IL,aquarium|hiking/nature|zoo|sports/fitness,40,friends,false,outdoor,false,true
syn_u0171,Chicago,IL,cinema|hiking/nature,40,solo,false,indoor,false,true
syn_u0172,San Francisco,CA,gallery|sports/fitness|amusement|hiking/nature,15,family,true,outdoor,false,true
syn_u0173,New York,NY,amusement|aquarium,15,family,true,outdoor,false,true
syn_u0174,San Diego,CA,library|theatre|gallery|museum,120,friends,false,mixed,false,true
syn_u0175,New York,NY,zoo|museum|attraction,40,solo,false,indoor,false,true
syn_u0176,Los Angeles,CA,library|park,25,couple,false,mixed,false,true
syn_u0177,Los Angeles,CA,aquarium|amusement,75,friends,false,indoor,false,true
syn_u0178,Dallas,TX,hiking/nature|zoo|library|aquarium,15,friends,false,mixed,false,true
syn_u0179,Philadelphia,PA,zoo|gallery|cinema|amusement,25,couple,false,indoor,false,true
syn_u0180,Houston,TX,library|museum,15,family,true,mixed,false,true
syn_u0181,Phoenix,AZ,park|museum,40,friends,false,mixed,false,true
syn_u0182,Boston,MA,attraction|library,75,friends,false,indoor,false,true
syn_u0183,New York,NY,hiking/nature|zoo,25,couple,false,outdoor,false,true
syn_u0184,Los Angeles,CA,sports/fitness|zoo,25,couple,false,outdoor,false,true
syn_u0185,Houston,TX,aquarium|attraction|sports/fitness|hiking/nature,0,solo,false,indoor,false,true
syn_u0186,Phoenix,AZ,hiking/nature|zoo|amusement|park,40,couple,false,indoor,false,true
syn_u0187,New York,NY,attraction|aquarium|library,75,solo,false,indoor,false,true
syn_u0188,New York,NY,park|museum|library|hiking/nature,120,couple,false,indoor,false,true
syn_u0189,Los Angeles,CA,park|zoo|amusement|hiking/nature,120,friends,false,indoor,false,true
syn_u0190,San Francisco,CA,aquarium|zoo|amusement,25,solo,false,mixed,false,true
syn_u0191,Dallas,TX,hiking/nature|park|theatre|museum,25,friends,false,indoor,false,true
syn_u0192,New York,NY,attraction|sports/fitness,25,friends,false,outdoor,false,true
syn_u0193,Dallas,TX,park|zoo|amusement|museum,75,friends,false,indoor,false,true
syn_u0194,San Antonio,TX,library|amusement|theatre,15,solo,false,indoor,false,true
syn_u0195,Seattle,WA,aquarium|park,15,couple,false,mixed,false,true
syn_u0196,New York,NY,attraction|sports/fitness|library,15,couple,false,mixed,false,true
syn_u0197,San Antonio,TX,zoo|gallery|library,120,friends,false,mixed,false,true
syn_u0198,San Antonio,TX,museum|aquarium,120,couple,false,outdoor,false,true
syn_u0199,San Diego,CA,theatre|zoo|gallery|library,15,family,true,mixed,false,true
syn_u0200,San Antonio,TX,sports/fitness|theatre,75,friends,false,mixed,false,true
syn_u0201,Phoenix,AZ,museum|hiking/nature|sports/fitness|theatre,120,family,true,indoor,false,true
syn_u0202,Phoenix,AZ,attraction|gallery,40,family,true,outdoor,false,true
syn_u0203,San Diego,CA,attraction|museum|theatre,25,friends,false,mixed,false,true
syn_u0204,San Antonio,TX,library|park|aquarium,0,friends,false,indoor,false,true
syn_u0205,Boston,MA,hiking/nature|amusement|theatre|museum,75,friends,false,mixed,false,true
syn_u0206,San Diego,CA,aquarium|library|museum,120,family,true,mixed,false,true
syn_u0207,Seattle,WA,theatre|library,25,family,true,mixed,false,true
syn_u0208,San Francisco,CA,gallery|theatre,75,couple,false,outdoor,false,true
syn_u0209,San Antonio,TX,sports/fitness|library|cinema,15,couple,false,outdoor,false,true
syn_u0210,Chicago,IL,gallery|amusement,15,couple,false,outdoor,true,true
syn_u0211,Dallas,TX,attraction|aquarium|museum|sports/fitness,0,solo,false,outdoor,false,true
syn_u0212,San Diego,CA,attraction|hiking/nature,120,friends,false,indoor,false,true
syn_u0213,Seattle,WA,attraction|cinema,15,couple,false,indoor,false,true
syn_u0214,Philadelphia,PA,amusement|aquarium|library,40,solo,false,indoor,false,true
syn_u0215,Phoenix,AZ,sports/fitness|gallery,15,family,true,outdoor,false,true
syn_u0216,Boston,MA,cinema|theatre|aquarium,15,friends,false,outdoor,false,true
syn_u0217,San Diego,CA,gallery|hiking/nature|zoo,0,solo,false,outdoor,false,true
syn_u0218,Houston,TX,attraction|hiking/nature,15,friends,false,indoor,true,true
syn_u0219,Dallas,TX,park|zoo,120,couple,false,indoor,false,true
syn_u0220,San Antonio,TX,aquarium|sports/fitness|attraction,15,friends,false,indoor,false,true
syn_u0221,Philadelphia,PA,library|attraction|zoo,40,family,true,indoor,false,true
syn_u0222,San Francisco,CA,attraction|theatre|park|hiking/nature,25,friends,false,mixed,false,true
syn_u0223,San Antonio,TX,aquarium|museum,25,solo,false,mixed,false,true
syn_u0224,Philadelphia,PA,hiking/nature|aquarium|library|museum,120,couple,false,indoor,false,true
syn_u0225,Dallas,TX,zoo|theatre,0,friends,false,indoor,false,true
syn_u0226,San Francisco,CA,theatre|museum,25,family,true,outdoor,false,true
syn_u0227,San Diego,CA,aquarium|sports/fitness,25,solo,false,outdoor,false,true
syn_u0228,Los Angeles,CA,library|attraction|museum,75,couple,false,mixed,false,true
syn_u0229,Houston,TX,park|sports/fitness|library|amusement,40,family,true,outdoor,false,true
syn_u0230,Houston,TX,park|amusement|hiking/nature|library,40,friends,false,mixed,false,true
syn_u0231,Chicago,IL,park|cinema,120,friends,false,outdoor,false,true
syn_u0232,Phoenix,AZ,zoo|library,120,friends,false,mixed,false,true
syn_u0233,Phoenix,AZ,museum|attraction,25,solo,false,mixed,false,true
syn_u0234,Phoenix,AZ,library|park|amusement,25,family,true,mixed,false,true
syn_u0235,Boston,MA,sports/fitness|zoo|gallery|aquarium,120,solo,false,mixed,true,true
syn_u0236,Phoenix,AZ,amusement|cinema|attraction,40,couple,false,outdoor,false,true
syn_u0237,Philadelphia,PA,sports/fitness|park|zoo,120,solo,false,indoor,false,true
syn_u0238,New York,NY,hiking/nature|theatre|cinema,25,friends,false,indoor,false,true
syn_u0239,Seattle,WA,gallery|park,120,friends,false,indoor,false,true
syn_u0240,San Diego,CA,theatre|cinema,0,friends,false,indoor,false,true
syn_u0241,San Francisco,CA,cinema|library|theatre,0,couple,false,mixed,false,true
syn_u0242,Boston,MA,theatre|gallery|attraction|park,40,family,true,outdoor,false,true
syn_u0243,New York,NY,hiking/nature|cinema|gallery,40,family,true,indoor,false,true
syn_u0244,Dallas,TX,aquarium|cinema,120,couple,false,mixed,false,true
syn_u0245,Boston,MA,museum|library|zoo,0,friends,false,indoor,false,true
syn_u0246,Dallas,TX,hiking/nature|sports/fitness|gallery|library,25,friends,false,mixed,false,true
syn_u0247,New York,NY,sports/fitness|attraction,15,solo,false,mixed,true,true
syn_u0248,Boston,MA,attraction|hiking/nature,75,couple,false,outdoor,false,true
syn_u0249,Seattle,WA,theatre|gallery,40,solo,false,outdoor,false,true
syn_u0250,Seattle,WA,gallery|park,120,solo,false,outdoor,false,true
syn_u0251,New York,NY,amusement|sports/fitness,0,solo,false,outdoor,false,true
syn_u0252,San Francisco,CA,aquarium|gallery|hiking/nature,75,solo,false,outdoor,false,true
syn_u0253,San Antonio,TX,library|amusement,15,family,true,outdoor,false,true
syn_u0254,Houston,TX,cinema|sports/fitness|museum|attraction,120,couple,false,outdoor,true,true
syn_u0255,Chicago,IL,aquarium|park,120,family,true,mixed,false,true
syn_u0256,Los Angeles,CA,gallery|cinema|theatre,75,solo,false,outdoor,false,true
syn_u0257,Seattle,WA,library|theatre,120,friends,false,indoor,false,true
syn_u0258,Seattle,WA,cinema|hiking/nature,40,couple,false,mixed,false,true
syn_u0259,Houston,TX,sports/fitness|attraction|museum,0,friends,false,indoor,false,true
syn_u0260,Los Angeles,CA,park|cinema|gallery|attraction,15,solo,false,indoor,false,true
syn_u0261,Seattle,WA,museum|sports/fitness|theatre|amusement,40,solo,false,mixed,false,true
syn_u0262,San Diego,CA,park|gallery,40,family,true,outdoor,false,true
syn_u0263,Chicago,IL,museum|theatre,25,friends,false,outdoor,false,true
syn_u0264,San Antonio,TX,cinema|park,120,couple,false,indoor,true,true
syn_u0265,San Antonio,TX,attraction|hiking/nature,40,friends,false,mixed,false,true
syn_u0266,San Diego,CA,gallery|amusement|sports/fitness,25,couple,false,mixed,false,true
syn_u0267,Chicago,IL,attraction|theatre|hiking/nature,15,family,true,outdoor,false,true
syn_u0268,Chicago,IL,library|hiking/nature|gallery,75,friends,false,mixed,false,true
syn_u0269,New York,NY,zoo|museum,0,family,true,outdoor,false,true
syn_u0270,Houston,TX,library|gallery|aquarium|theatre,40,solo,false,outdoor,false,true
syn_u0271,Dallas,TX,park|theatre|library,120,friends,false,outdoor,false,true
syn_u0272,Los Angeles,CA,zoo|park,120,solo,false,mixed,true,true
syn_u0273,Philadelphia,PA,museum|hiking/nature|attraction,120,friends,false,outdoor,false,true
syn_u0274,San Diego,CA,cinema|theatre|amusement|sports/fitness,25,family,true,indoor,false,true
syn_u0275,Philadelphia,PA,park|attraction,0,family,true,mixed,false,true
syn_u0276,Los Angeles,CA,hiking/nature|aquarium|cinema|zoo,120,solo,false,mixed,false,true
syn_u0277,San Francisco,CA,park|cinema|zoo,40,couple,false,indoor,false,true
syn_u0278,New York,NY,amusement|theatre|cinema|park,75,friends,false,outdoor,false,true
syn_u0279,Chicago,IL,amusement|attraction,40,family,true,indoor,false,true
syn_u0280,San Francisco,CA,gallery|zoo,15,couple,false,indoor,false,true
syn_u0281,Dallas,TX,gallery|zoo|amusement|library,75,couple,false,indoor,false,true
syn_u0282,Los Angeles,CA,gallery|park,15,couple,false,mixed,false,true
syn_u0283,New York,NY,theatre|attraction|sports/fitness|park,25,solo,false,indoor,false,true
syn_u0284,San Antonio,TX,theatre|amusement,25,solo,false,mixed,false,true
syn_u0285,San Diego,CA,attraction|museum|amusement,120,family,true,outdoor,false,true
syn_u0286,Dallas,TX,theatre|attraction|museum|sports/fitness,25,friends,false,outdoor,false,true
syn_u0287,Dallas,TX,aquarium|attraction|sports/fitness,40,solo,false,outdoor,false,true
syn_u0288,San Antonio,TX,hiking/nature|gallery|cinema,75,couple,false,outdoor,false,true
syn_u0289,New York,NY,hiking/nature|amusement|sports/fitness,75,family,true,outdoor,false,true
syn_u0290,Phoenix,AZ,cinema|attraction,40,family,true,mixed,true,true
syn_u0291,Boston,MA,cinema|hiking/nature,120,friends,false,outdoor,false,true
syn_u0292,Philadelphia,PA,amusement|aquarium,0,family,true,indoor,false,true
syn_u0293,San Antonio,TX,hiking/nature|park|gallery,15,family,true,outdoor,false,true
syn_u0294,Dallas,TX,museum|zoo,75,couple,false,mixed,false,true
syn_u0295,Boston,MA,museum|amusement,25,couple,false,mixed,false,true
syn_u0296,Phoenix,AZ,zoo|cinema,75,couple,false,indoor,true,true
syn_u0297,Boston,MA,library|attraction,120,friends,false,outdoor,false,true
syn_u0298,San Antonio,TX,gallery|amusement|sports/fitness,120,friends,false,outdoor,false,true
syn_u0299,San Francisco,CA,library|park|amusement|zoo,120,family,true,outdoor,false,true
syn_u0300,Philadelphia,PA,attraction|amusement|theatre,15,solo,false,mixed,false,true
syn_u0301,New York,NY,hiking/nature|museum|aquarium,75,family,true,indoor,false,true
syn_u0302,Houston,TX,zoo|sports/fitness|gallery|attraction,15,friends,false,mixed,false,true
syn_u0303,San Diego,CA,attraction|amusement|park|library,0,friends,false,indoor,false,true
syn_u0304,New York,NY,park|theatre|zoo|museum,25,friends,false,indoor,true,true
syn_u0305,Houston,TX,museum|attraction|amusement|aquarium,25,friends,false,outdoor,false,true
syn_u0306,Los Angeles,CA,zoo|park|hiking/nature,75,solo,false,mixed,false,true
syn_u0307,Seattle,WA,attraction|museum|cinema,75,family,true,mixed,false,true
syn_u0308,Boston,MA,cinema|hiking/nature|sports/fitness,75,couple,false,outdoor,false,true
syn_u0309,Philadelphia,PA,park|hiking/nature|library|zoo,40,friends,false,outdoor,false,true
syn_u0310,Seattle,WA,park|attraction|museum,120,friends,false,outdoor,false,true
syn_u0311,Boston,MA,library|aquarium|amusement|zoo,25,friends,false,indoor,false,true
syn_u0312,Chicago,IL,gallery|attraction|park,120,family,true,outdoor,false,true
syn_u0313,San Francisco,CA,attraction|museum,75,friends,false,mixed,false,true
syn_u0314,Chicago,IL,sports/fitness|theatre|attraction,15,couple,false,indoor,true,true
syn_u0315,Dallas,TX,library|theatre|zoo|sports/fitness,15,friends,false,indoor,false,true
syn_u0316,San Antonio,TX,library|gallery,75,solo,false,indoor,false,true
syn_u0317,Phoenix,AZ,museum|hiking/nature,75,family,true,indoor,false,true
syn_u0318,Boston,MA,zoo|theatre,0,solo,false,outdoor,false,true
syn_u0319,San Diego,CA,aquarium|gallery|attraction,15,family,true,mixed,false,true
syn_u0320,Dallas,TX,park|hiking/nature|library,25,couple,false,indoor,false,true
syn_u0321,San Francisco,CA,park|theatre|museum|gallery,0,couple,false,outdoor,false,true
syn_u0322,Philadelphia,PA,library|theatre|museum|park,0,friends,false,outdoor,false,true
syn_u0323,New York,NY,museum|library|amusement|theatre,15,friends,false,indoor,false,true
syn_u0324,New York,NY,aquarium|amusement|sports/fitness|cinema,40,family,true,outdoor,false,true
syn_u0325,San Diego,CA,zoo|gallery|theatre|cinema,0,couple,false,outdoor,false,true
syn_u0326,Phoenix,AZ,sports/fitness|gallery|hiking/nature,0,solo,false,indoor,false,true
