interaction_id,user_id,activity_id,interaction_type,rating,event_date,weather_context,group_type_x,synthetic_x,home_city,home_state,preferred_categories,budget_usd,group_type_y,has_kids,indoor_outdoor_preference,wheelchair_need,synthetic_y,name,category,subcategory,city,state,lat,lon,indoor_outdoor,estimated_cost_usd_min,estimated_cost_usd_max,is_estimated,typical_duration_min,group_suitability,family_kids_suitable,wheelchair,website,phone,opening_hours,source,source_id,source_url,data_quality_score,city_match,state_match,indoor_outdoor_match,group_match,kids_match,wheelchair_match,budget_match,category_match,weather_condition,preferred_indoor_outdoor,recommendation_adjustment,note,weather_score,target,prediction
24,1,138,3,5,160,1,3,True,5,4,229,25,3,False,1,False,True,876,4,7,5,4,40.749221,-74.006134,0,0,20,True,75,1,0,2,1075,864,560,0,138,138,1.0,1,1,0,0,0,0,1,1,1,1,0.1,3,0.1,5,5.001054
23,1,1245,2,5,390,3,3,True,5,4,229,25,3,False,1,False,True,5884,4,2,5,4,40.746389,-73.918611,0,0,20,True,75,1,0,2,2635,1027,656,0,1245,1245,0.69,1,1,0,0,0,0,1,1,3,2,0.2,2,0.2,5,5.0009584
22,1,2353,0,5,402,3,3,True,5,4,229,25,3,False,1,False,True,5286,4,7,5,4,40.720876,-73.985004,0,0,20,True,75,1,0,2,2635,1027,656,0,2353,2353,0.73,1,1,0,0,0,0,1,1,3,2,0.2,2,0.2,5,5.0004144
32,1,4339,3,5,154,3,3,True,5,4,229,25,3,False,1,False,True,587,6,9,5,4,40.694624,-73.985636,0,0,0,True,75,1,1,3,2635,1027,656,0,4339,4339,0.85,1,1,0,0,0,0,1,0,3,2,0.2,2,0.2,5,5.0002737
20,1,1607,2,5,294,0,3,True,5,4,229,25,3,False,1,False,True,4734,9,15,5,4,40.704186,-73.894102,1,0,25,True,90,0,0,2,2153,478,173,0,1607,1607,1.0,1,1,1,0,0,0,1,0,0,0,0.15,0,0.15,5,5.0000377
26,1,4567,0,5,333,2,3,True,5,4,229,25,3,False,1,False,True,4909,2,3,5,4,40.711315,-74.009196,1,0,25,True,90,0,0,3,2539,1027,656,0,4567,4567,0.95,1,1,1,0,0,0,1,0,2,0,0.25,1,0.25,5,4.999701
19,1,278,2,5,352,3,3,True,5,4,229,25,3,False,1,False,True,1775,9,6,5,4,40.79194,-73.974113,0,0,25,True,90,0,0,2,1527,471,365,0,278,278,1.0,1,1,0,0,0,0,1,0,3,2,0.2,2,0.2,5,4.998164
27,1,1816,0,5,543,1,3,True,5,4,229,25,3,False,1,False,True,4445,4,7,5,4,40.747495,-73.954176,0,0,0,False,75,1,0,2,2635,1027,656,0,1816,1816,0.57,1,1,0,0,0,0,1,1,1,1,0.1,3,0.1,5,4.997719
29,1,6551,3,4,572,1,3,True,5,4,229,25,3,False,1,False,True,5613,8,21,5,4,40.703205,-74.008701,2,0,0,True,90,0,1,2,2635,1027,656,0,6551,6551,0.57,1,1,0,0,0,0,1,0,1,1,0.1,3,0.1,4,3.9993737
31,1,1173,0,4,373,3,3,True,5,4,229,25,3,False,1,False,True,3982,9,6,5,4,40.782115,-73.951045,0,0,25,True,90,0,0,2,1815,39,355,0,1173,1173,1.0,1,1,0,0,0,0,1,0,3,2,0.2,2,0.2,4,3.998602
34,2,4650,2,5,157,1,2,True,2,6,302,0,2,False,1,False,True,3649,7,11,2,6,32.838417,-96.784375,0,10,30,True,120,1,0,2,1768,511,656,0,4650,4650,0.95,1,1,0,0,0,0,0,1,1,1,0.1,3,0.1,5,5.003053
49,2,6824,0,5,216,1,2,True,2,6,302,0,2,False,1,False,True,218,8,21,2,6,32.817616,-96.770748,2,0,0,True,90,0,1,2,2635,1027,42,0,6824,6824,0.9,1,1,0,0,0,0,1,1,1,1,0.1,3,0.1,5,5.0010805
45,2,6593,0,5,427,3,2,True,2,6,302,0,2,False,1,False,True,5888,8,21,2,6,32.805908,-96.802905,2,0,0,True,90,0,1,2,2635,1027,656,0,6593,6593,0.61,1,1,0,0,0,0,1,1,3,2,0.2,2,0.2,5,5.0007296
33,2,3108,2,5,220,1,2,True,2,6,302,0,2,False,1,False,True,2907,8,21,2,6,32.812886,-96.833579,2,0,0,True,90,0,1,2,632,1027,656,0,3108,3108,0.67,1,1,0,0,0,0,1,1,1,1,0.1,3,0.1,5,5.000668
48,2,5821,3,5,5,2,2,True,2,6,302,0,2,False,1,False,True,1329,8,21,2,6,32.765104,-96.840525,2,0,0,True,90,0,1,2,2635,1027,656,0,5821,5821,0.53,1,1,0,0,0,0,1,1,2,0,0.25,1,0.25,5,5.000523
44,2,5336,2,5,76,0,2,True,2,6,302,0,2,False,1,False,True,1504,8,21,2,6,32.824944,-96.798023,2,0,0,True,90,0,1,2,2635,1027,656,0,5336,5336,0.61,1,1,0,0,0,0,1,1,0,0,0.15,0,0.15,5,4.999895
46,2,3404,2,5,533,2,2,True,2,6,302,0,2,False,1,False,True,3020,8,21,2,6,32.742649,-96.841722,2,0,0,True,90,0,1,2,2635,1027,656,0,3404,3404,0.53,1,1,0,0,0,0,1,1,2,0,0.25,1,0.25,5,4.999893
43,2,4890,0,5,378,3,2,True,2,6,302,0,2,False,1,False,True,2904,8,21,2,6,32.778728,-96.806417,2,0,0,True,90,0,1,2,2635,1027,656,0,4890,4890,0.53,1,1,0,0,0,0,1,1,3,2,0.2,2,0.2,5,4.9998055
38,2,5285,0,5,514,3,2,True,2,6,302,0,2,False,1,False,True,6206,8,21,2,6,32.780026,-96.826477,2,0,0,True,90,0,1,2,2635,1027,656,0,5285,5285,0.57,1,1,0,0,0,0,1,1,3,2,0.2,2,0.2,5,4.9998
39,2,4634,2,5,362,3,2,True,2,6,302,0,2,False,1,False,True,967,8,21,2,6,32.784931,-96.792484,2,0,0,True,90,0,1,2,1486,1027,656,0,4634,4634,0.87,1,1,0,0,0,0,1,1,3,2,0.2,2,0.2,5,4.9997926
57,3,2805,1,5,290,1,1,True,5,4,660,0,1,True,2,False,True,4907,8,21,5,4,40.817217,-73.948959,2,0,0,True,90,0,1,2,1983,1027,656,0,2805,2805,0.95,1,1,1,0,1,0,1,0,1,1,0.1,3,0.1,5,5.0016427
58,3,1585,1,5,277,1,1,True,5,4,660,0,1,True,2,False,True,4325,10,18,5,4,40.728123,-73.984393,0,20,80,True,150,1,0,2,645,1027,656,0,1585,1585,0.87,1,1,0,0,0,0,0,1,1,1,0.1,3,0.1,5,5.001034
67,3,6527,2,5,442,3,1,True,5,4,660,0,1,True,2,False,True,1359,8,21,5,4,40.813578,-73.891301,2,0,0,True,90,0,1,2,2635,1027,656,0,6527,6527,0.65,1,1,1,0,1,0,1,0,3,2,0.2,2,0.2,5,4.999822
56,3,3058,2,5,296,1,1,True,5,4,660,0,1,True,2,False,True,1325,8,21,5,4,40.828365,-73.9427,2,0,0,True,90,0,1,2,2635,1027,656,0,3058,3058,0.69,1,1,1,0,1,0,1,0,1,1,0.1,3,0.1,5,4.9988995
65,3,6897,0,5,444,2,1,True,5,4,660,0,1,True,2,False,True,3264,8,21,5,4,40.771998,-73.940986,2,0,0,True,90,0,1,2,2635,1027,656,0,6897,6897,0.53,1,1,1,0,1,0,1,0,2,0,0.25,1,0.25,5,4.998833
59,3,6883,1,5,18,0,1,True,5,4,660,0,1,True,2,False,True,2319,8,21,5,4,40.722834,-73.901378,2,0,0,True,90,0,1,2,2635,1027,656,0,6883,6883,0.53,1,1,1,0,1,0,1,0,0,0,0.15,0,0.15,5,4.998444
54,3,4872,0,5,266,2,1,True,5,4,660,0,1,True,2,False,True,2796,8,21,5,4,40.692445,-73.909208,2,0,0,True,90,0,1,2,1919,1027,656,0,4872,4872,0.95,1,1,1,0,1,0,1,0,2,0,0.25,1,0.25,5,4.998221
62,3,3369,0,5,374,0,1,True,5,4,660,0,1,True,2,False,True,6323,8,21,5,4,40.810966,-73.922966,2,0,0,True,90,0,1,2,2004,1027,656,0,3369,3369,0.83,1,1,1,0,1,0,1,0,0,0,0.15,0,0.15,5,4.99751
53,3,4476,3,4,230,3,1,True,5,4,660,0,1,True,2,False,True,2273,2,3,5,4,40.752648,-73.977275,1,0,25,True,90,0,0,3,1582,1027,277,0,4476,4476,1.0,1,1,0,0,0,0,1,0,3,2,0.2,2,0.2,4,4.01097
68,3,6899,0,4,521,1,1,True,5,4,660,0,1,True,2,False,True,1261,0,14,5,4,40.710817,-73.993749,2,0,35,True,120,0,1,2,2635,1027,656,0,6899,6899,0.57,1,1,1,0,1,0,1,0,1,1,0.1,3,0.1,4,4.00708
76,4,6284,3,5,28,3,2,True,2,6,87,0,2,False,0,False,True,2991,8,21,2,6,32.810657,-96.800125,2,0,0,True,90,0,1,2,2635,1027,656,0,6284,6284,0.53,1,1,0,0,0,0,1,1,3,2,0.2,2,0.2,5,5.002679
83,4,6287,1,5,320,1,2,True,2,6,87,0,2,False,0,False,True,2991,8,21,2,6,32.807481,-96.801761,2,0,0,True,90,0,1,2,2635,1027,656,0,6287,6287,0.53,1,1,0,0,0,0,1,1,1,1,0.1,3,0.1,5,5.002322
73,4,6345,0,5,356,0,2,True,2,6,87,0,2,False,0,False,True,3780,8,21,2,6,32.807678,-96.778452,2,0,0,True,90,0,1,2,2635,1027,656,0,6345,6345,0.53,1,1,0,0,0,0,1,1,0,0,0.15,0,0.15,5,5.002074
75,4,5682,1,5,308,2,2,True,2,6,87,0,2,False,0,False,True,6100,8,21,2,6,32.800687,-96.784247,2,0,0,True,90,0,1,2,2635,1027,656,0,5682,5682,0.65,1,1,0,0,0,0,1,1,2,0,0.25,1,0.25,5,5.001637
80,4,4176,1,5,507,1,2,True,2,6,87,0,2,False,0,False,True,1259,8,21,2,6,32.813222,-96.793394,2,0,0,True,90,0,1,2,2635,1027,656,0,4176,4176,0.65,1,1,0,0,0,0,1,1,1,1,0.1,3,0.1,5,5.001581
77,4,3138,2,5,65,3,2,True,2,6,87,0,2,False,0,False,True,5972,8,21,2,6,32.777521,-96.705068,2,0,0,True,90,0,1,2,2635,1027,656,0,3138,3138,0.65,1,1,0,0,0,0,1,1,3,2,0.2,2,0.2,5,5.001461
71,4,5693,2,5,549,1,2,True,2,6,87,0,2,False,0,False,True,2947,8,21,2,6,32.772998,-96.740811,2,0,0,True,90,0,1,2,2635,1027,656,0,5693,5693,0.65,1,1,0,0,0,0,1,1,1,1,0.1,3,0.1,5,5.0013847
82,4,4105,0,5,29,1,2,True,2,6,87,0,2,False,0,False,True,5568,8,21,2,6,32.782642,-96.798649,2,0,0,True,90,0,1,2,2635,1027,656,0,4105,4105,0.61,1,1,0,0,0,0,1,1,1,1,0.1,3,0.1,5,5.00134
79,4,2440,3,5,469,1,2,True,2,6,87,0,2,False,0,False,True,2958,8,21,2,6,32.782605,-96.788441,2,0,0,True,90,0,1,2,2635,1027,656,0,2440,2440,0.73,1,1,0,0,0,0,1,1,1,1,0.1,3,0.1,5,5.0012503
81,4,2624,0,5,409,1,2,True,2,6,87,0,2,False,0,False,True,6408,8,21,2,6,32.730977,-96.829376,2,0,0,True,90,0,1,2,2635,1027,656,0,2624,2624,0.69,1,1,0,0,0,0,1,1,1,1,0.1,3,0.1,5,5.0004907
94,5,6134,1,5,425,1,3,True,1,2,654,120,3,False,1,False,True,2588,4,2,1,2,41.924479,-87.649356,0,0,20,True,75,1,0,2,2635,1027,656,0,6134,6134,0.77,1,1,0,0,0,0,1,1,1,1,0.1,3,0.1,5,5.0011563
96,5,5835,1,5,47,1,3,True,1,2,654,120,3,False,1,False,True,1783,7,11,1,2,41.892773,-87.795051,0,10,30,True,120,1,0,2,1602,1027,612,0,5835,5835,1.0,1,1,0,0,0,0,1,1,1,1,0.1,3,0.1,5,5.0000815
88,5,2676,1,5,223,0,3,True,1,2,654,120,3,False,1,False,True,5459,0,14,1,2,41.930811,-87.637668,2,0,35,True,120,0,1,2,1729,1027,656,0,2676,2676,0.95,1,1,0,0,0,0,1,0,0,0,0.15,0,0.15,5,4.999168
97,5,3259,2,5,300,1,3,True,1,2,654,120,3,False,1,False,True,5727,10,18,1,2,41.905985,-87.659177,0,20,80,True,150,1,0,2,2635,1027,656,0,3259,3259,0.85,1,1,0,0,0,0,1,1,1,1,0.1,3,0.1,5,4.9948187
99,5,3005,2,4,136,2,3,True,1,2,654,120,3,False,1,False,True,296,8,21,1,2,41.977139,-87.669272,2,0,0,False,90,0,1,2,1133,1027,656,0,3005,3005,0.95,1,1,0,0,0,0,1,0,2,0,0.25,1,0.25,4,4.001541
100,5,1508,0,4,112,0,3,True,1,2,654,120,3,False,1,False,True,4680,3,5,1,2,41.921358,-87.665261,0,12,25,True,135,1,1,2,2146,1027,656,0,1508,1508,0.95,1,1,0,0,0,0,1,0,0,0,0.15,0,0.15,4,4.0013924
98,5,1651,3,4,157,2,3,True,1,2,654,120,3,False,1,False,True,5498,9,6,1,2,41.906542,-87.671201,0,0,25,True,90,0,0,2,872,1027,656,0,1651,1651,0.95,1,1,0,0,0,0,1,0,2,0,0.25,1,0.25,4,4.000894
89,5,3257,1,4,208,3,3,True,1,2,654,120,3,False,1,False,True,3707,9,6,1,2,41.925529,-87.679177,0,0,25,True,90,0,0,2,1778,1027,656,0,3257,3257,0.91,1,1,0,0,0,0,1,0,3,2,0.2,2,0.2,4,4.0000443
90,5,4850,2,4,138,2,3,True,1,2,654,120,3,False,1,False,True,4898,8,21,1,2,41.752771,-87.642538,2,0,0,True,90,0,1,2,2635,1027,656,0,4850,4850,0.61,1,1,0,0,0,0,1,0,2,0,0.25,1,0.25,4,4.0000434
95,5,441,3,4,344,0,3,True,1,2,654,120,3,False,1,False,True,699,9,6,1,2,41.885388,-87.653477,0,0,25,True,90,0,0,2,2635,1027,656,0,441,441,0.77,1,1,0,0,0,0,1,0,0,0,0.15,0,0.15,4,3.9998195
108,6,1462,0,5,111,2,3,True,7,0,655,120,3,False,0,False,True,5988,10,18,7,0,33.454319,-112.072187,0,20,80,True,150,1,0,3,2635,1027,656,0,1462,1462,0.57,1,1,1,0,0,0,1,1,2,0,0.25,1,0.25,5,5.00237
109,6,3559,2,5,84,3,3,True,7,0,655,120,3,False,0,False,True,5529,10,18,7,0,33.461609,-112.070433,0,20,80,True,150,1,0,2,2635,1027,656,0,3559,3559,0.81,1,1,1,0,0,0,1,1,3,2,0.2,2,0.2,5,5.0019207
114,6,6800,0,5,332,0,3,True,7,0,655,120,3,False,0,False,True,3258,9,6,7,0,33.51079,-112.025887,0,0,25,True,90,0,0,2,1725,1027,656,0,6800,6800,0.79,1,1,1,0,0,0,1,0,0,0,0.15,0,0.15,5,4.9997406
106,6,1543,0,4,265,3,3,True,7,0,655,120,3,False,0,False,True,5462,6,9,7,0,33.446744,-112.075535,0,0,0,True,75,1,1,2,830,1027,200,0,1543,1543,0.76,1,1,1,0,0,0,1,0,3,2,0.2,2,0.2,4,4.0026193
101,6,6981,3,4,327,2,3,True,7,0,655,120,3,False,0,False,True,6062,8,21,7,0,33.47684,-112.049507,2,0,0,True,90,0,1,2,2635,1027,278,0,6981,6981,0.9,1,1,0,0,0,0,1,0,2,0,0.25,1,0.25,4,4.002488
102,6,6985,2,4,84,0,3,True,7,0,655,120,3,False,0,False,True,1774,8,21,7,0,33.407652,-112.033234,2,0,0,True,90,0,1,2,2635,1027,278,0,6985,6985,0.9,1,1,0,0,0,0,1,0,0,0,0.15,0,0.15,4,4.002005
113,6,6308,0,4,61,2,3,True,7,0,655,120,3,False,0,False,True,1042,6,9,7,0,33.505972,-112.043417,0,0,0,True,75,1,1,2,2094,1027,656,0,6308,6308,0.95,1,1,1,0,0,0,1,0,2,0,0.25,1,0.25,4,4.0018625
110,6,5788,3,4,298,1,3,True,7,0,655,120,3,False,0,False,True,4331,9,15,7,0,33.478198,-112.01358,1,0,25,True,90,0,0,2,2635,1027,656,0,5788,5788,0.69,1,1,0,0,0,0,1,0,1,1,0.1,3,0.1,4,4.0014024
111,6,7039,1,4,138,2,3,True,7,0,655,120,3,False,0,False,True,5956,9,15,7,0,33.452655,-112.086786,1,0,25,True,90,0,0,2,2635,1027,656,0,7039,7039,0.69,1,1,0,0,0,0,1,0,2,0,0.25,1,0.25,4,4.000636
112,6,289,1,4,137,2,3,True,7,0,655,120,3,False,0,False,True,1458,9,6,7,0,33.428523,-112.050308,0,0,25,True,90,0,0,2,2635,1027,656,0,289,289,0.53,1,1,1,0,0,0,1,0,2,0,0.25,1,0.25,4,3.9976985
124,7,4343,2,5,157,3,3,True,10,1,340,75,3,False,2,False,True,3759,9,17,10,1,37.759462,-122.422655,1,0,25,True,90,0,0,3,772,714,656,0,4343,4343,0.95,1,1,0,0,0,0,1,1,3,2,0.2,2,0.2,5,5.0023546
130,7,3088,1,5,182,3,3,True,10,1,340,75,3,False,2,False,True,3023,9,15,10,1,37.767487,-122.454029,1,0,25,True,90,0,0,2,2635,1027,656,0,3088,3088,0.73,1,1,0,0,0,0,1,1,3,2,0.2,2,0.2,5,5.0017824
120,7,2358,2,5,552,1,3,True,10,1,340,75,3,False,2,False,True,6413,9,15,10,1,37.801062,-122.448539,1,0,25,True,90,0,0,2,2635,1027,656,0,2358,2358,0.65,1,1,0,0,0,0,1,1,1,1,0.1,3,0.1,5,5.0013404
129,7,4640,2,5,170,0,3,True,10,1,340,75,3,False,2,False,True,3108,9,15,10,1,37.805392,-122.469134,1,0,25,True,90,0,0,2,2635,1027,656,0,4640,4640,0.73,1,1,0,0,0,0,1,1,0,0,0.15,0,0.15,5,5.0012274
128,7,7003,3,5,494,0,3,True,10,1,340,75,3,False,2,False,True,6124,8,21,10,1,37.779039,-122.421074,2,0,0,True,90,0,1,2,2635,1027,656,0,7003,7003,0.57,1,1,1,0,0,0,1,0,0,0,0.15,0,0.15,5,5.0008698
117,7,2252,2,5,235,1,3,True,10,1,340,75,3,False,2,False,True,2554,9,6,10,1,37.787968,-122.419414,0,0,25,True,90,0,0,2,410,151,656,0,2252,2252,0.95,1,1,0,0,0,0,1,1,1,1,0.1,3,0.1,5,4.999124
125,7,2024,3,5,89,3,3,True,10,1,340,75,3,False,2,False,True,3169,5,13,10,1,37.749933,-122.468859,2,0,0,True,150,1,0,2,2635,1027,656,0,2024,2024,0.57,1,1,1,0,0,0,1,1,3,2,0.2,2,0.2,5,4.9982967
119,7,4266,3,5,0,1,3,True,10,1,340,75,3,False,2,False,True,5829,2,3,10,1,37.795166,-122.402786,1,0,25,True,90,0,0,3,880,1027,264,0,4266,4266,1.0,1,1,0,0,0,0,1,0,1,1,0.1,3,0.1,5,4.996763
115,7,994,3,5,216,2,3,True,10,1,340,75,3,False,2,False,True,4986,9,6,10,1,37.74378,-122.428781,0,0,25,True,90,0,0,2,707,184,656,0,994,994,0.87,1,1,0,0,0,0,1,1,2,0,0.25,1,0.25,5,4.996002
121,7,2157,3,5,78,1,3,True,10,1,340,75,3,False,2,False,True,1775,9,6,10,1,37.791922,-122.401323,0,0,25,True,90,0,0,2,2635,1027,656,0,2157,2157,0.61,1,1,0,0,0,0,1,1,1,1,0.1,3,0.1,5,4.9940643
133,8,876,2,5,397,2,1,True,11,7,593,120,1,True,0,False,True,703,9,6,11,7,47.601612,-122.334764,0,0,25,True,90,0,0,2,1045,1027,656,0,876,876,0.95,1,1,1,0,0,0,1,1,2,0,0.25,1,0.25,5,5.001142
137,8,4215,3,5,92,0,1,True,11,7,593,120,1,True,0,False,True,746,8,21,11,7,47.609841,-122.321065,2,0,0,True,90,0,1,2,2261,1027,656,0,4215,4215,0.67,1,1,0,0,1,0,1,0,0,0,0.15,0,0.15,5,5.00047
134,8,2134,1,5,346,0,1,True,11,7,593,120,1,True,0,False,True,700,9,6,11,7,47.649339,-122.355975,0,0,25,True,90,0,0,2,191,381,656,0,2134,2134,0.95,1,1,1,0,0,0,1,1,0,0,0.15,0,0.15,5,5.0001907
139,8,332,0,5,381,1,1,True,11,7,593,120,1,True,0,False,True,6433,9,6,11,7,47.580392,-122.329422,0,0,25,True,90,0,0,2,2635,1027,656,0,332,332,0.73,1,1,1,0,0,0,1,1,1,1,0.1,3,0.1,5,5.0001683
131,8,1359,2,5,45,0,1,True,11,7,593,120,1,True,0,False,True,5394,9,6,11,7,47.631618,-122.375555,0,0,25,True,90,0,0,2,48,1027,656,0,1359,1359,0.91,1,1,1,0,0,0,1,1,0,0,0.15,0,0.15,5,4.9999256
141,8,850,3,5,356,1,1,True,11,7,593,120,1,True,0,False,True,4415,9,6,11,7,47.641085,-122.320215,0,0,25,True,90,0,0,2,2098,1027,656,0,850,850,0.95,1,1,1,0,0,0,1,1,1,1,0.1,3,0.1,5,4.9998426
138,8,1454,3,5,395,1,1,True,11,7,593,120,1,True,0,False,True,3900,7,11,11,7,47.627511,-122.336751,0,10,30,True,120,1,0,2,567,330,33,0,1454,1454,1.0,1,1,1,0,0,0,1,1,1,1,0.1,3,0.1,5,4.999547
142,8,1733,3,5,542,1,1,True,11,7,593,120,1,True,0,False,True,5390,9,6,11,7,47.648107,-122.355483,0,0,25,True,90,0,0,2,2635,1027,656,0,1733,1733,0.65,1,1,1,0,0,0,1,1,1,1,0.1,3,0.1,5,4.9995227
132,8,1003,0,5,158,2,1,True,11,7,593,120,1,True,0,False,True,2718,3,5,11,7,47.619783,-122.350532,0,12,25,True,135,1,1,2,2635,1027,656,0,1003,1003,0.53,1,1,1,0,1,0,1,0,2,0,0.25,1,0.25,5,4.998456
136,8,1425,3,5,482,3,1,True,11,7,593,120,1,True,0,False,True,4563,2,3,11,7,47.608538,-122.340659,1,0,25,True,90,0,0,2,2635,1027,656,0,1425,1425,0.85,1,1,0,0,0,0,1,1,3,2,0.2,2,0.2,5,4.9976883
147,9,4522,2,5,56,2,3,True,2,6,25,40,3,False,0,False,True,186,7,11,2,6,32.77906,-96.764439,0,0,0,False,120,1,0,3,135,508,489,0,4522,4522,1.0,1,1,1,0,0,0,1,0,2,0,0.25,1,0.25,5,5.0021396
153,9,607,1,5,171,2,3,True,2,6,25,40,3,False,0,False,True,4781,4,7,2,6,32.775685,-96.831944,0,0,20,True,75,1,0,2,2157,505,567,0,607,607,1.0,1,1,1,0,0,0,1,1,2,0,0.25,1,0.25,5,5.000945
145,9,6092,3,4,131,1,3,True,2,6,25,40,3,False,0,False,True,5842,8,21,2,6,32.81062,-96.750055,2,0,0,True,90,0,1,2,2635,1027,656,0,6092,6092,0.57,1,1,0,0,0,0,1,0,1,1,0.1,3,0.1,4,4.001876
155,9,5664,3,4,379,3,3,True,2,6,25,40,3,False,0,False,True,4693,8,21,2,6,32.733908,-96.802123,2,0,0,True,90,0,1,2,2635,1027,656,0,5664,5664,0.65,1,1,0,0,0,0,1,0,3,2,0.2,2,0.2,4,4.001596
149,9,5705,1,4,364,2,3,True,2,6,25,40,3,False,0,False,True,1037,8,21,2,6,32.789066,-96.78434,2,0,0,True,90,0,1,2,2635,1027,656,0,5705,5705,0.65,1,1,0,0,0,0,1,0,2,0,0.25,1,0.25,4,4.0010734
146,9,4985,1,4,414,3,3,True,2,6,25,40,3,False,0,False,True,2459,8,21,2,6,32.776835,-96.836522,2,0,0,True,90,0,1,2,2635,1027,656,0,4985,4985,0.61,1,1,0,0,0,0,1,0,3,2,0.2,2,0.2,4,4.000991
152,9,5703,2,4,475,1,3,True,2,6,25,40,3,False,0,False,True,1546,8,21,2,6,32.741142,-96.707505,2,0,0,True,90,0,1,2,2635,1027,656,0,5703,5703,0.65,1,1,0,0,0,0,1,0,1,1,0.1,3,0.1,4,4.0009437
156,9,820,3,4,451,0,3,True,2,6,25,40,3,False,0,False,True,326,9,6,2,6,32.749894,-96.828276,0,0,25,True,90,0,0,3,2635,1027,656,0,820,820,0.85,1,1,1,0,0,0,1,0,0,0,0.15,0,0.15,4,3.9984026
151,9,5676,1,3,246,2,3,True,2,6,25,40,3,False,0,False,True,5827,7,11,2,6,32.78791,-96.799637,0,0,0,False,120,1,0,2,276,1011,580,0,5676,5676,1.0,1,1,1,0,0,0,1,0,2,0,0.25,1,0.25,3,3.0025725
154,9,690,3,3,380,1,3,True,2,6,25,40,3,False,0,False,True,1466,9,6,2,6,32.828408,-96.709274,0,0,25,True,90,0,0,2,278,1027,656,0,690,690,0.75,1,1,1,0,0,0,1,0,1,1,0.1,3,0.1,3,3.0021248
163,10,4436,1,5,531,3,2,True,1,2,313,40,2,False,0,False,True,2665,5,4,1,2,42.01888,-87.663829,2,0,0,True,150,1,0,2,2635,1027,656,0,4436,4436,0.65,1,1,0,0,0,0,1,1,3,2,0.2,2,0.2,5,5.003948
